,title,keywords,abstract,eprintid,uri,creators,year,SE_AI,SE_WEB,SE_MOBILE,SE_DB,SE_GAME,SE_DM
326,PENERAPAN METODE FSM (FINITE STATE MACHINE) PADA GAME SOSIALISASI COVID19,"Permainan, Finite State Machine, Artificial Intelligence, game, construct 2, 
sosialisasi covid-19","Saat ini media hiburan yang banyak diminati adalah game, dimana game sendiri
diminati dari kalangan muda hingga dewasa. Game juga merupakan salah satu
sarana informasi dan edukasi berbentuk multimedia yang dibuat semenarik
mungkin agar pemain bisa mendapatkan sesuatu sehingga adanya kepuasan batin.  
Game sosialisasi covid19 merupakan salah satu game yang memiliki fitur AI
(Artificial Intelligence) yaitu menggunakan sebuah metode Finite State Machine
(FSM) merupakan metode yang cukup sederhana agar musuh dapat terlihat seperti
mengambil keputusan saat state yang terdapat pada musuh tersebut terpenuhi, di
bangun menggunakan software construct 2.  
Maka tujuan dari game sosialisasi covid19 ini dibuat adalah agar pemain tidak
hanya saja bermain saja tetapi memahami apa pesan yang terkandung dalam game
ini, hasil dari penelitian ini adalah aplikasi yang bermekanisme Finite State
Machine dimana musuh dapat terlihat seperti mengambil keputusan saat state pada
musuh terpenuhi.",1521,http://eprints.amikom.ac.id/id/eprint/1521,"[{'nim': '17.11.1755', 'name': {'family': '-', 'given': 'Irwansyah', 'lineage': None, 'honourific': None}}]",2021,1,0,0,0,1,0
327,"SISTEM REKOMENDASI GAME MENGGUNAKAN METODE 
COLLABORATIVE FILTERING","item-based collaborative filtreing, cosine similarity, pearson 
correlation, KNN With Means, RMSE, MAE.","Game merupakah salah satu industri besar yang ada di dunia. Seiring
dengan perkembangan hardware saat ini, industri game juga mengalami
perkembangan. Ditambah dengan developer-developer game yang berlomba ingin
membuat game yang sedap dipandang mata, sehingga terdapat banyak sekali
pilihan game yang dapat dimainkan. Dengan besarnya industri game yang
menghasilkan banyak sekali pilihan game-game meanarik dengan berbagi macam
jenis-jenisnya membuat masyarakat sebagai pemain mengalami kebingungan untuk
memilih game yang sesuai dengan preferensi pribadi. 
Industri game merupakan industri yang berdasarkan pada komunitas para
pemainnya. Pemain yang menyukai game yang sama akan memiliki preferensi jenis
game yang sama dan akan saling memberikan rekomendasi game menarik lainnya
antara satu pemain dengan pemain lainnya. Hal ini cocok dengan tujuan sistem
rekomendasi, dimana jika user menyukai item yang sama maka akan memiliki nilai
similarity yang sama serta akan memberikan rekomendasi game lainnya. Penelitian
ini bertujuan untuk mengetahui langkah-langkah dari sistem rekomendasi
menggunakan metode item-based collaborative filtering, serta algortima terbaik
dari kedua algoritma yang diuji, dengan melihat hasil evaluasi dari sistem
rekomendasi yang telah dibangun.  
Penelitian ini menggunakan metode item-based collaborative filtering,
dengan perbandingan algoritma cosine similarity dan pearson correlation, prediksi
rating item menggunakan KNN With Means, dan metode pengujian menggunakan
RMSE dan MAE. Dari Penelitian yang sudah dilakukan menunjukkan bahwa dalam
kedua dataset algoritma Pearson Correlation memiliki hasil yang lebih baik dari
Cosine Similarity. Dengan menggunakan evaluasi RMSE hasil dataset Metacritic
adalah 2.973 dengan nilai K=5 dan hasil dataset Boardgamegeek adalah 1.2632
dengan nilai K=10. Sedangkan dengan menggunakan evaluasi MAE hasil dataset
Metacritic adalah 2.2362 dengan nilai K=5 dan hasil dataset Boardgamegeek adalah
0.9324 demgam nilai K=5.",849,http://eprints.amikom.ac.id/id/eprint/849,"[{'nim': '17.11.1019', 'name': {'family': 'Alvian', 'given': 'Rafael Jody', 'lineage': None, 'honourific': None}}]",2021,1,0,0,0,1,0
328,"PENERAPAN METODE FINITE STATE MACHINE DAN ALGORITMA
A* PADA GAME THE KEEPER OF ANCIENT STONE","Artificial Intelligence, Algoritma A*, Finite State Machine, Tower
Defense","Seiring dengan kemajuan teknologi dunia game juga terus mengalami 
perkembangan dari masa ke masa.  Game dengan bermacam-macam genre mulai
bermunculan salah satunya adalah game dengan genre Strategy yang memiliki
subgenre Tower Defense. Di samping itu, penggunaan Artificial Inteligence pada
game juga terus dikembangkan. Pengembangan tersebut bertujuan agar pemain
dapat merasakan sensasi seolah-olah mereka sedang melawan pemain lain saat
sedang bermain. 
Penggunaan Artificial Inteligence pada game juga bertujuan untuk
menambah tingkat kesulitan dalam bermain. Hal itulah yang menjadi salah satu
alasan pembuatan game The Keeper of Ancient Stone dengan menerapkan metode
Finite State Machine dan Algoritma A* di dalamnya. Game The Keeper of Ancient
Stone sendiri berjenis Tower Defense yang memiliki tujuan utama yaitu untuk
melindungi Ancient Stone agar tidak sampai diambil oleh NPC musuh dengan cara
membangun strategi penempatan tower. Game ini bersifat single player dan akan
dibuat menggunakan game engine Unity. Metode Finite State Machine digunakan
untuk mengatur perilaku NPC musuh ketika sedang berhadapan dengan tower atau
hambatan lain. Sedangkan algoritma A* digunakan untuk pencarian rute terdekat
oleh NPC musuh agar bisa mencapai Ancient Stone milik pemain.
Berdasarkan penilitan yang telah dilakukan maka didapatkan hasil berupa
kesimpulan yaitu, Algoritma A* dan Finite State Machine dapat diterapkan dan
berjalan dengan baik saat diimplementasikan pada game The Keeper of Ancient
Stone. Hal ini dibuktikan dengan perilaku monster yang berjalan sesuai dengan
rancangan Finite State Machine yang telah dirancang sebelumnya serta ketika game
dimulai dan pemain menekan tombol next wave maka monster akan spawn dan
kemudian berjalan kearah tujuan sesuai dengan jalur yang telah dicari
menggunakan algoritma A*.",948,http://eprints.amikom.ac.id/id/eprint/948,"[{'nim': '17.11.1571', 'name': {'family': 'Khaliq', 'given': 'Rakha Ainul', 'lineage': None, 'honourific': None}}]",2021,1,0,0,0,1,0
329,"PENERAPAN ALGORITMA BACKTRACKING
PADA GAME SUDOKU","Game Sudoku, Python, Algoritma Backtracking","Game merupakan sebuah sarana hiburan yang disukai 
oleh semua kalangan orang dewasa hingga anak-anak. sebuah 
game tidak hanya untuk hiburan semata, dapat juga 
digunakan untuk melatih pola berpikir seseorang. Game yang 
dapat digunakan untuk melatih otak adalah game yang 
berjenis teka-teki. 
Game Sudoku sebuah game teka-teki yang pada 
dasarnya menggunaka angka yang acak dan terdapat beberapa 
angka yang hilang. Guna untuk menyelesaikan dan 
mengetahui angka yang hilang, pada penelitian ini penulis 
membuat Game Sudoku yang dapat dijalankan di computer 
dan menggunakan Bahasa pemrograman Python dengan 
menerapkan Algoritma Backtracking. 
Hasil akhir dari pembuatan game Sudoku yang di buat 
oleh penulis adalah informasi seberapa cepat algoritma 
Backtracking dapat menemukan angka yang hilang atau 
sebuah solusi pada Sudoku level 6x6, kemudian akan 
dibandingkan dengan Sudoku level 9x9 dengan algortima 
yang sama guna mengetahui apakah semakin sulit permainan 
akan membutuhkan waktu yang lama atau membutuhkan 
waktu yang lebih cepat.",1802,http://eprints.amikom.ac.id/id/eprint/1802,"[{'nim': '16.11.0413', 'name': {'family': 'Prabowo', 'given': 'Deandy Vinandito', 'lineage': None, 'honourific': None}}]",2021,1,0,0,0,1,0
330,"IMPLEMENTASI ALGORITMA A STAR (A*) PADA GAME RPG
BERBASIS ANDROID","game rpg, permainan, game, Unity, algoritma, A*, A Star","Game RPG sama seperti game strategi, yaitu salah satu genre yang dibuat 
dari game yang berasal dari kertas dan pena. Dua hal yang hampir sama pada semua
game RPG, yaitu konfigurasi dari karakter pemain yang meningkat berdasarkan
experience dan jalan cerita (storyline) yang kuat. Oleh karena itu, terdapat dua
elemen utama yang menjadi kunci suksesnya sebuah game RPG. Fitur yang
pertama adalah cerita (story) dan fitur yang kedua adalah pembangunan karakter
(character development). Suatu game memerlukan AI (Artificial Intelegent), AI
yang digunakan game Untitled RPG menggunakan algoritma A* (A Star).
Algoritma A* (A Star) merupakan Algoritma untuk menentukan rute terpendek
dengan cost minimum. 
 
Langkah pertama yang digunakan untuk mengimplementasikan algoritma 
A* (A Star) ke dalam game RPG adalah dengan metode Game Develompent Life
Cycle. Didalam GDLC (Game Develompent Life Cycle) memuat beberapa hal
diantaranya Pitch yang merupakan konsep awal dari sebuah game, Pre Production
yang memuat jenis game, cerita, karakter dan rintangan yang akan dibuat, dan yang
terakhir yaitu Main Production dimana semua asset yang ada di Pre Production
dibuat. 
 
Hasil penelitian menunjukkan Implementasi Algoritma A* (A Star) Pada 
Game RPG Berbasis Android dapat berjalan dengan baik, game dapat di mainkan
di beberapa platform Android dan algoritma A* (A Star) yang digunakan dapat
menentukan arah musuh untuk mengejar dan menyerang pemain.",2793,http://eprints.amikom.ac.id/id/eprint/2793,"[{'nim': '13.11.6965', 'name': {'family': 'Pamungkas', 'given': 'Redy Surya Adhi', 'lineage': None, 'honourific': None}}]",2020,1,0,1,0,1,0
331,"SISTEM PENDUKUNG KEPUTUSAN PENILAIAN KINERJA
KARYAWAN UNTUK MENENTUKAN KARYAWAN TERBAIK 
MENGGUNAKAN METODE ANALYTICAL HIERARCHY PROCESS
(AHP) PADA PT. KARICE DESIGN STUDIO","Sistem pendukung keputusan, Metode AHP, Penilaian Kinerja","Penilaian kinerja karyawan merupakan salah satu hal penting yang harus 
dilakukan dalam suatu perusahaan. Dengan melakukan penilaian kinerja,
perusahaan dapat melakukan evaluasi terhadap karyawannya. Namun, penilaian
kinerja memiliki permasalahan yang cukup kompleks seperti dalam menentukan
kriteria atau tolak ukur penilaian, pembobotan kriteria, dan sebagainya. Jika hanya
dilakukan dengan cara konvensional maka hasil penilaian bisa saja menghasilkan
output kurang efektif atau tidak tepat.  
Analitycal Hierarchy Process (AHP) merupakan suatu metode pendukung
keputusan yang digunakan untuk menentukan keputusan dari berbagai situasi yang
komplek dan tidak terstruktur kedalam beberapa komponen dalam susunan hirarki,
dengan memberi nilai subjektif tentang pentingnya setiap variabel secara relatif,
dan menetapkan variabel mana yang memiliki prioritas paling tinggi guna
mempengaruhi hasil pada situasi tersebut. 
Tujuan dari penelitian ini adalah bagaimana cara mengimplementasikan
metode AHP sebagai sistem pendukung keputusan penilaian kinerja karyawan pada
PT. Karice Design Studio, sehingga proses penilaian kinerja karyawan di
perusahaan tersebut dapat dilakukan dengan lebih efektif dan tepat dan dapat
membantu pengambil keputusan untuk menentukan karyawan terbaik.",4314,http://eprints.amikom.ac.id/id/eprint/4314,"[{'nim': '15.11.8755', 'name': {'family': 'Ang', 'given': 'Cisilia', 'lineage': None, 'honourific': None}}]",2019,1,0,0,0,0,0
332,"PERANCANGAN SISTEM PENDUKUNG KEPUTUSAN SELEKSI
BEASISWA MENGGUNAKAN METODE NAÏVE BAYES                
(STUDI KASUS : SMK Muhammadiyah 1 Salam)","Sistem pendukung keputusan, Naïve Bayes, Seleksi Beasiswa","Beasiswa merupakan pemberian bantuan berupa biaya keuangan yang
diberikan kepada perorangan karena berprestasi yang bertujuan untuk digunakan
demi keberlangsungan pendidikan yang ditempuh. Beasiswa dapat diberikan oleh
lembaga pemerintah, perusahaan maupun yayasan. Pemberian beasiswa ini
ditentukan dari beberapa kriteria dalam penentuannya. 
Sistem pendukung keputusan menawarkan kemudahan dalam pengambilan
keputusan. Sistem pendukung keputusan dapat dikatakan sebagai sistem computer
yang mengolah data menjadi informasi untuk mengambil keputusan dari masalah
semi-terstruktur yang spesifik. Kelayakan dari penerima beasiswa ini ditentukan
dengan menerapkan metode Naïve Bayes. Metode Naïve Bayes menggunakan data
yang sudah ada sebagai acuan untuk melakukan keputusan. Metode ini tidak
memerlukan bobot untuk melakukan perhitungan, namun hanya menggun akan
probabilitas data yang sudah ada. 
Hasil dari penelitian ini adalah Sistem Pendukung Keputusan Seleksi
Beasiswa Menggunakan Metode Naïve Bayes pada SMK Muhammadiyah 1
Salam yang akan memberikan kemudahan pada panitia seleksi dalam mengolah
ada calon penerima beasiswa dan menentukan urutan prioritas penerima beasiswa.",4256,http://eprints.amikom.ac.id/id/eprint/4256,"[{'nim': '15.11.9019', 'name': {'family': 'Anggraeni', 'given': 'Vera Dwi', 'lineage': None, 'honourific': None}}]",2019,1,0,0,0,0,0
333,"SISTEM PENDUKUNG KEPUTUSAN SELEKSI PENERIMAAN
BEASISWA DENGAN METODE FUZZY MADM TOPSIS
PADA SMK NEGERI 1 DEPOK","Seleksi, Beasiswa, Sistem Pendukung Keputusan, Metode Madm
Topsis, SMK Negeri 1 Depok","Proses seleksi dalam menentukan penerimaan beasiswa pada SMK Negeri 
1 Depok masih mengalami kendala. Di lapangan masih diemkan kurang tepatnya
penyaluran beasiswa yang di akibatkan oleh sistem yang masih konversional atau
manual. Selainitu pengambil keputusan tidak dapat melihat kriteria-kriteria dalam
beasiswa secara bersama-sama. Dalam ilmu komputer terdapat suatu sistem yang
dapat membantu mengambil keputusan untuk mengatasi masalah yang sifatnya
semi struktur ataupun tidak terstruktur yaitu sistem pendukung keputusan.

Dalam Sistem Pendukung Keputusan terdapat berbagai metode salah
satunya yaitu metode Madm Topsis. Madm Topsis merupakan salah satu metode
fuzzy multi attribute untuk pengambilan keputusan. Metode ini memiliki konsep
dimana alternatif terpilih yang terbaik tidak hanya memiliki jarak terpendek dari
solusi ideal positif, namun juga memiliki jarak terpanjang dari solusi ideal negatif.

Dengan melihat masalah yang ada dalam penganmbilan keputusan
pemilihan penerima beasiswa, sisitem pendukung keputusan dengan menggunakan
metode MADM Topsis dirasa tepat untuk digunakan dalam membantu
pengambilan keputusan untuk penerima beasiswa. Diharapkan hasil dalam
penelitian ini dapat membantu pengambilan keputusan dalam menentukan
penerima beasiswa.",4111,http://eprints.amikom.ac.id/id/eprint/4111,"[{'nim': '16.11.0421', 'name': {'family': 'Indriyani', 'given': 'Tri', 'lineage': None, 'honourific': None}}]",2019,1,0,0,0,0,0
334,"PENERAPAN METODE FUZZY MADM TOPSIS PADA APLIKASI
PEMILIHAN PENGURUS OSIS DI SMK INFORMATIKA KOTA
SERANG","pemilihan pengurus osis, Sistem Pendukung Keputusan, Metode
Fuzzy MADM Topsis","INTISARI
 
Fuzzy MADM Topsis merupakan salah satu metode fuzzy multi attribute 
untuk pengambilan keputusan. Pada pemilihan pengurus osis menggunakan
metode fuzzy MADM Topsis. Terdapat beberapa kriteria yang menjadi dasar
pengambilan keputusan untuk pemilihan pengurus osis yaitu hasil tes
administrasi, tes tulis, tes wawancara, tes kepemimpinan.
 Alternatife yang digunakan dalam pemilihan pengurus osis adalah nama
siswa yang telah mendaftarkan diri. Selanjutnya hasil tersebut dibandingakan
dengan cara penilaian sederhana yang memiliki perbedaan bobot pendaftar dan
pengolahan nilai-nilai yang pembagainnya kurang merata. Pada cara sederhana
perhitungan nilai dari setiap pendaftar dan bobot pendaftar kurang  diperhatikan.
Sehingga hasil yang diperoleh kurang mewakili dari nilai tersebut. Perhitungan
seleksi pemilihan pengurus osis sebelumnya menggunakan Microsoft excel.
Berdasarkan hasil perhitungan tersebut diperoleh alternative yang diterima
dalam seleksi pemilihan pengurus osis. Pemilihan pengurus osis ini penting
karena untuk mengetahui apakah siswa tersebut sanggup bertanggung jawab atas
jabatanya.",4075,http://eprints.amikom.ac.id/id/eprint/4075,"[{'nim': '16.11.0016', 'name': {'family': 'Kumalasari', 'given': 'Linda', 'lineage': None, 'honourific': None}}]",2019,1,0,0,0,0,0
335,"IMPLEMENTASI METODE NAÏVE BAYES UNTUK MEMPREDIKSI
PENERIMAAN SISWA BARU (STUDI KASUS : SMK 
Muhammadiyah 3 Yogyakarta)","Naïve Bayes, Prediksi, SMK Muhammadiyah 3 Yogyakarta","SMK Muhammadiyah 3 Yogyakarta merupakan sekolah swasta terbesar di
Provinsi Daerah Istimewa Yogyakarta yang bergerak di bidang Teknologi dan
Rekayasa serta Teknologi Komunikasi dan Informatika. SMK Muhammadiyah 3
Yogyakarta didirikan pada tanggal 1 Januari 1969. SMK Muhammadiyah 3
Yogyakarta berdiri dibawah Pimpinan Daerah Muhammadiyah Kota Yogyakarta.
Penelitin ini dilakukan dalam pembuatan sistem untuk memprediksikan
penerimaan siswa baru dengan menggunakan Naïve Bayes, yaitu teknik
pengklasifikasian probabilistik sederhana yang menghitung sekumpulan
probabilitas dengan menjumlahkan frekuensi dan kombinasi nilai dari dataset yang
diberikan.
Dari hasil penelitian ini diharapkan dapat bertujuan untuk memprediksi
penerimaan siswa baru dengan mengolah data seleksi calon siswa baru serta dapat
mengimplementasikan metode Naïve Bayes. Sehingga memberikan informasi yang
berguna untuk meningkatkan kualitas atau dijadikan suatu acuan bagi pihak SMK
Muhammadiyah 3 Yogyakarta untuk menerima siswa baru.",4313,http://eprints.amikom.ac.id/id/eprint/4313,"[{'nim': '15.11.8594', 'name': {'family': 'Kusuma', 'given': 'Nur Fedri', 'lineage': None, 'honourific': None}}]",2019,1,0,0,0,0,0
336,"SISTEM PENDUKUNG KEPUTUSAN PENENTUAN CALON
PENERIMA BEASISWA PRESTASI DI UNIVERSITAS 
AMIKOM YOGYAKARTA MENGGUNAKAN 
METODE LOGIKA FUZZY","Sistem Pendukung Keputusan, Prestasi, Fuzzy Tsukamoto","Universitas AMIKOM Yogyakarta merupakan salah satu perguruan tinggi 
swastas berbasis teknologi informasi yang menyediakan berbagai beasiswa
kepada mahasiswanya. salah satunya yaitu beasiswa Prestasi.
Direktorat Kemahasiswaaan yang mengelola beasiswa, membutuhkan
penyeleksian yang cermat dan tepat dalam menentukan penerima beasiwa yang
berhak mendapatkan beasiswa tersebut agar bantuan dana yang diberikan tepat
sasaran.  Namun, jika penyeleksian dilakukan secara manual maka akan
membutuhkan waktu yang cukup lama dan memungkinkan munculnya penilaian
yang subjektif dalam proses penyeleksian sehingga penerima beasiswa tidak
terseleksi dengan baik.
Sistem pendukung keputusan dengan menggunakan metode fuzzy
tsukamoto dapat membantu menyeleksi penerima beasiswa. perhitungan
matematis yang dilakukan sistem akan menghasilkan nilai bobot kriteria setiap
mahasiswa, sehingga dalam mengambil keputusan dapat dilakukan dengan
mudah dan mahasiswa penerima beasiswa dapat terseleksi dengan baik.",4275,http://eprints.amikom.ac.id/id/eprint/4275,"[{'nim': '15.11.8937', 'name': {'family': 'Mariko', 'given': 'Muhammad', 'lineage': None, 'honourific': None}}]",2019,1,0,0,0,0,0
337,"IMPLEMENTASI ALGORITMA RABIN KARP PADA SISTEM
TES TULIS ESSAY CALON
PENGURUS FOSSIL",,"Tes adalah salah satu bentuk evaluasi dari proses pembelajaran untuk
mengukur keberhasilan dalam proses belajar mengajar. Tes tulis dapat melatih
dalam menyampaikan sesuatu informasi secara verbal. Mengoreksi jawaban soal
esai secara manual adalah membutuhkan waktu yang lama, selain itu banyak
kesulitan jika mengoreksi jawaban esai secara manual. Untuk mengkoreksi
jawaban dengan cepat dan akurat, maka dibutuhkan sebuah sistem yang mampu
megkoreksi jawaban esai secara otomatis.
Rabin Karp merupakan algoritma multiple pattern search yang sangat
efisien mencari setring dengan pola banyak. Hasil dari sistem ini diharapkan dapat
mengkoreksi jawaban soal esai dengan lebih mudah dan akurat. Algoritma Rabin
Karp akan mencari sebuah pola berupa substring dalam sebuah teks menggunakan
hashing.
Tahapan cara kerja algoritma rabin karp ini mencangkup preprocessing,
kemudian membagi teks kedalam gram gram yang ditentukan oleh k-gram,
menghitung nilai hash dengan fungsi rolling hash dari tiap gram, kemudian
ditentukan nilai gram yang sama dari jawaban member dan kunci jawaban dan
yang terakhir menentukan tingkat akurasi persamaan dari jawaban member dan
kunci jawaban dengan menggunakan Dice’s Similarity Coefficient. Hasil
Kesamaan jawaban memiliki rentang yang dapat digunakan untuk sistem
penilaian soal esai.",4470,http://eprints.amikom.ac.id/id/eprint/4470,"[{'nim': '15.11.8880', 'name': {'family': 'Musthofa', 'given': 'M. Misbah', 'lineage': None, 'honourific': None}}]",2019,1,0,0,0,0,0
338,"SISTEM PENDUKUNG KEPUTUSAN UNTUK PENERIMAAN PEKERJA
MENGGUNAKAN METODE AHP.
(Studi kasus: RSUD Kab. Batang)","SPK, AHP, model bisnis, terkomputerisasi","Sistem pendukung keputusan (SPK) adalah sistem informasi yang 
mendukung kegiatan pengambilan keputusan bisnis atau organisasi. SPK melayani
tingkat manajemen, operasi, dan perencanaan organisasi (biasanya manajemen
menengah dan lebih tinggi) dan membantu orang membuat keputusan tentang
masalah yang dapat berubah dengan cepat dan tidak mudah ditentukan sebelumnya
yaitu. masalah keputusan tidak terstruktur dan semi-terstruktur. Sistem pendukung
keputusan dapat sepenuhnya terkomputerisasi atau bertenaga manusia, atau
kombinasi keduanya. 
SPK mencakup sistem berbasis pengetahuan. SPK yang dirancang dengan
baik merupakan sistem berbasis perangkat lunak interaktif yang dimaksudkan untuk
membantu pembuat keputusan mengumpulkan informasi yang berguna dari
kombinasi data mentah, dokumen, dan pengetahuan pribadi, atau model bisnis
untuk mengidentifikasi dan menyelesaikan masalah dan membuat keputusan. 
Proses hierarki analitik (AHP) adalah teknik terstruktur untuk mengatur dan
menganalisis keputusan yang kompleks, berdasarkan matematika dan psikologi. Ini
dikembangkan oleh Thomas L. Saaty pada 1970-an dan telah dipelajari secara
ekstensif dan disempurnakan sejak saat itu.",4260,http://eprints.amikom.ac.id/id/eprint/4260,"[{'nim': '14.11.8400', 'name': {'family': 'Pratama', 'given': 'Iga Dhewa', 'lineage': None, 'honourific': None}}]",2019,1,0,0,0,0,0
339,"SISTEM PENDUKUNG KEPUTUSAN REKOMENDASI PENERIMA
BANTUAN BERAS MISKIN DI DESA TLOGOWATU KLATEN
DENGAN METODE SIMPLE ADDITIVE WEIGHTING","Sistem Pendukung Keputusan, Simple Additive Weighting, Raskin,Kelurahan Tlogowatu Kabupaten Klaten","Program beras untuk keluaga miskin atau yang biasa dikenal dengan 
istilah raskin merupakan salah satu upaya pemerintah untuk mengurangi beban
pengeluaraan keluarga miskin.Untuk menentukan kriteria-kriteria keluarga
miskin diperlukan sebuah sistem informasi yang baik untuk mencegah kesalahankesalahan
dan
kecurangan-kecurangan
yang
dilakukan
oleh
pihak-pihak
tertentu,

sehingga
dapat
membantu
dalam
menentukan
calon
penerima
raskin.
Sistem pendukung keputusan dapat mengatasi masalah ini, sistem ini
dapat mendukung pengambilan keputusan calon penerima raskin berdasarkan
kriteria-kriteria yang telah ditentukan. Sistem pendukung keputusan yang dibuat
disini dengan metode Simple Additive Weighting (SAW)untuk mengevaluasi
alternatif penerimaan raskin berdasarkan kriteriakriteria pengambilan keputusan. 
Jika berpedoman pada buku pedoman raskin 2015, seharusnya 
masing-masing kepala keluarga mendapatkan raskin sebanyak 15 kg/bulan.
Tetapi kepala keluarga yang berhak mendapatkan raskin ini tidak mendapat
raskin sebanyak 15 kg namun hanya sekitar 10 kg perbulan dikarenakan
pembagian raskin ini juga dibagikan untuk kepala keluarga yang tidak terdaftar
sebagai penerima raskin. Jadi dapat dikatakkan bahwa sebagian besar kepala
keluarga yang ada di Kelurahan Tlogowatu ini mendapatkan raskin dari jumlah
yang seharusnya di terima. Hal ini dilakukan oleh pihak kelurahan untuk
menghindari kesenjangan di Kelurahan ini. Seharusnya hal ini tidak dilakukan
jika di Kelurahan Tlogowatu memiliki data perangkingan yang jelas mengenai
siapa saja yang berhak menerima raskin sehingga tujuan dari program raskin
untuk mengurangi beban pengeluaran untuk keluarga miskin ini dapat terpenuhi.
Untuk membuat suatu perangkingan untuk menentukan penerima Raskin,
diperlukan Sistem Pendukung Keputusan (SPK). Agar tujuan dari sistem ini
tercapai maka harus didukung dengan menggunakan metode yang ada dalam
sistem pendukung keputusan yaitu salah satunya metode Simple Additive
Weighting (SAW). Metode SAW ini dipilih karena metode SAW memberikan
perangkingan untuk atribut dan menghasilkan nilai terbesar yang digunakan
sebagi alternatif terbaik.",4286,http://eprints.amikom.ac.id/id/eprint/4286,"[{'nim': '15.11.8529', 'name': {'family': 'Pratama', 'given': 'Purwanto Budi Nur', 'lineage': None, 'honourific': None}}]",2019,1,0,0,0,0,0
340,"IMPLEMENTASI ALGORITMA C4.5 UNTUK MENGKLASIFIKASI
KELUARGA MISKIN DI KELURAHAN TAMANWINANGUN,
KEBUMEN","Kelurahan, Data, Miskin, Algoritma","Kelurahan merupakan unit pemerintahan terkecil yang setara dengan desa dan
berada di bawah pemerintahan Kecamatan. Kelurahan merupakan instansi
pemerintahan yang memiliki tugas tidak jauh dari sebuah data, salah satunya
adalah data kependudukan. Dari data kependudukan, kelurahan harus mengetahui
keluarga mana yang dianggap tidak miskin dan miskin. Hal ini dapat mendorong
sebuah intansi pemerintahan agar memiliki sistem yang bisa menyelesaikan
pengklasifikasian keluarga hingga akurat.
Pada skripsi kali ini, penulis mencoba untuk mengimplementasikan algoritma
C4.5 untuk menganalisis sistem klasifikasi keluarga miskin yang diharapkan dapat
membantu petugas kelurahan dalam seleksi keluarga miskin dengan
kriteria-kriteria yang telah di tetapkan.
Pembuatan sistem klasifikasi ini menggunakan perangkat lunak Laragon,
Visual Studio, dan Browser. Sistem ini menggunakan metode waterfall. Dari
perangkat dan metode yang digunakan dapat menghasilkan sistem klasifikasi yang
digunakan petugas kelurahan dalam mengetahui keluarga mana yang dianggap
tidak miskin dan miskin agar lebih efektif, efisien, dan akurat.",4132,http://eprints.amikom.ac.id/id/eprint/4132,"[{'nim': '16.11.0653', 'name': {'family': 'Rahmadanti', 'given': 'Ines', 'lineage': None, 'honourific': None}}]",2019,1,0,0,0,0,0
341,"PENERAPAN ALGORITMA NAIVE BAYES
DALAM MENENTUKAN KELAYAKAN PENERIMA BANTUAN
RENOVASI RUMAH WARGA MISKIN
(Studi Kasus: Desa Berbak Blora)","Sistem Pendukung Keputusan, Renovasi Rumah, Naïve Bayes","Program renovasi rumah adalah program yang di nantikan warga miskin,
namun seringkali tidak tepat sasaran dikarenakan banyak faktor salah satunya
adalah parameter yang harus dipertimbangkan untuk penentuan keputusan
penerima bantuan renovasi rumah. 
Berdasarkan permasalahan tersebut perlu adanya sistem yang dapat
mendukung keputusan dalam penentuan bantuan renovasi rumah. Pada penelitian
ini, peneliti menggunakan algoritma naïve bayes 
Hasil yang diperoleh 92.85% dari perhitungan akurasi menggunakan
confusion matrix dengan jumlah data uji sebanyak 14 data dengan parameter yang
digunakan sebanyak 5 parameter yang perlu diperhatikan sebelum menentuan
keputusan penerima bantuan renovasi rumah  antara lain lantai, atap, dinding,
penyangga.",4103,http://eprints.amikom.ac.id/id/eprint/4103,"[{'nim': '16.11.0101', 'name': {'family': 'Saputra', 'given': 'Nur Awwabin Yoga', 'lineage': None, 'honourific': None}}]",2019,1,0,0,0,0,0
342,"IMPLEMENTASI METODE GAP PADA SISTEM PENDUKUNG
KEPUTUSAN EVALUASI KINERJA PENGURUS AMIKOM
COMPUTER CLUB UNTUK MENENTUKAN
CALON KETUA","Sistem pendukung keputusan, GAP, calon ketua, pemilihan, amcc","Pemilihan ketua adalah kegiatan tahunan pada UKM AMCC. Sebelum
dipilih menjadi ketua, beberapa pengurus di calonkan menjadi ketua terlebih
dahulu. Pada proses inilah terdapat subjektivitas dari alumni yang mengakibatkan
adanya pengurus yang sebenarnya tidak memenuhi kriteria namun di calonkan, dan
ada juga pengurus yang sesuai kriteria namun tidak di pilih karena tidak di
rekomendasikan oleh alumni. 
Sistem pendukung keputusan merupakan salah satu solusi untuk pemecahan
masalah pemilihan calon ketua pada UKM AMCC. Dengan menggunakan metode
GAP, calon ketua dapat di cari berdasarkan aspek dan kriteria. Alternatif yang
paling mendekati nilai target kriteria lah yang akan di calonkan menjadi ketua. 
Dengan menerapkan metode GAP, pemilihan calon ketua menjadi lebih
objektif dan calon ketua yang di dapatkan adalah alternatif terbaik yang mendekati
kriteria. Sehingga diharapkan calon ketua yang akan terpilih nanti dapat memimpin
UKM AMCC untuk satu periode kedepan dengan lebih baik.",4288,http://eprints.amikom.ac.id/id/eprint/4288,"[{'nim': '15.11.8863', 'name': {'family': 'Tawakkal', 'given': 'Muhammad Iqbal', 'lineage': None, 'honourific': None}}]",2019,1,0,0,0,0,0
